id,code,description,unit,range_id,range,colour_spec_id,colour_spec,colour_spec$type,price,default_supplier,brand_linked,budget_zone
43523,DD160870S,Double Door Entry Frame 160 X 31 To Suit 870 X 2040 Door With Sill - Stain Grade,each,420,Front Door Frames - Front Door Frames,,,,303.8,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
43524,PLESHTR,Extra Shower Tap and Rose,Each,,,,,,58,PLUMBER,,
43525,PIBB,Property Information BIMAP - Brisbane,Each,,,,,,30,Fluid Building Approvals,,
43526,WS1610,Wet Seal Square 1600 X 1000,Each,,,,,,302,Wayke Waterproofing. Ware,,
43527,WS1610C,Wet Seal Cut Off Corner 1600 X 1000,Each,,,,,,302,Wayke Waterproofing. Ware,,
43528,WS1610F,Wet Seal Front Only 1600 X 1000,Each,,,,,,362,Wayke Waterproofing. Ware,,
43529,TFPM,Temporary Fencing Per Metre Up to 6 Month Hire,lm,,,,,,7.5,TEMPORARY FENCING,,
43530,OUMDB,"Oliveri Monet Double Bowl Undermount Sink 820 X 500mm Inc/AC74,AC72,AC73 MO70U/A",each,417,Monet - Oliveri,150,Stainless Steel - Plumbing Fitoff Gear,113,535.6,Harvey Norman Commercial QLD,Oliveri - Undermount Sink,
43531,3SC,4 Step Cornice Extra over std Cornice,lm,,,,,,9,PLASTER BOARD,,
43532,SCC,Sydney Cove Cornice Extra over std Cornice,lm,,,,,,7,PLASTER BOARD,,
43533,SQS,Square Set Extra over std Cornice,lm,,,,,,10,PLASTER BOARD,,
43534,SLC,Shadow Line Extra over std Cornice,lm,,,,,,16,PLASTER BOARD,,
43535,COLEX,Column Complete Labour and Material,Each,,,,,,50,PLASTER BOARD,,
43536,CARPIPB,Carpenter Install Pergola Batterns,lm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,2,Tekna Carpentry,,
43537,PSHELVG,Painter to Paint Shelving Per Shelf,each,,,,,,15,PAINTER,,Paint
43538,PWBEXTH,Painter to Paint WeatherBoards Exterior House,Sqm,,,,,,25,MI Painting and Decorating Services Marko Lvanovic,,Paint
43539,PBBEXTH,Paint to Paint BlueBoard/Render Exterior House,Sqm,,,,,,17,PAINTER,,Paint
43540,PPOSTB,Painter to Paint Post,each,,,,,,20,PAINTER,,Paint
43541,PDW,Painter to Paint Down Pipes,each,,,,,,20,PAINTER,,Paint
43542,UOGRECIANGOLD,Urban One - Grecian Gold,/1000,22,Urban One - Austral,144,Grecian Gold - Bricks Austral,113,1058,Austral - Rochedale,Austral - Brick,
43544,UOSILVER,Urban One - Silver,/1000,22,Urban One - Austral,132,Silver - Bricks Austral,113,1058,Austral - Rochedale,Austral - Brick,
43545,UOPEPPER,Urban One - Pepper,/1000,22,Urban One - Austral,145,Pepper - Bricks Austral,113,1058,Austral - Rochedale,Austral - Brick,
43547,SORPC,Set Out Repin and Certificate,Each,,,,,,290,Survey Mark,,
43548,PCSEXTH,Painter to Paint Cement Sheet Exterior House,Sqm,,,,,,20,MI Painting and Decorating Services Marko Lvanovic,,Paint
43549,ALLOWDG,Allowance Drainage Gravel,Each,,,,,,278,PLUMBER,,
43550,RFGLSI,Rafter Fallguard (highset) Supply and Install Low Roof (minimum 30 L/m),lm,,,,,,10.5,SCAFFOLD,,Scaffolding & Saftey
43551,SASI,Stand Alone Scaffolding Supply and Install,lm,,,,,,85,SCAFFOLD,,Scaffolding & Saftey
43552,SASPD,Stand Alone Scaffolding Hire Per Day,lm,,,,,,1,SCAFFOLD,,Scaffolding & Saftey
43553,HOSI,Hang On Scaffolding Supply and Install,lm,,,,,,31,SCAFFOLD,,Scaffolding & Saftey
43554,VPIM2,Void Platform Supply and Install (includes ladder),Each,,,,,,520,SCAFFOLD,,Scaffolding & Saftey
43555,MOBIPU,Mobile Scaffolding Install and Pick Up (up to 4m High),Each,,,,,,420,SCAFFOLD,,Scaffolding & Saftey
43556,PPI,Pool Platform Supply and Install (includes 5m2),Each,,,,,,200,SCAFFOLD,,Scaffolding & Saftey
43557,2VPIM2,Second Void Platform Supply and Install,Each,,,,,,350,SCAFFOLD,,Scaffolding & Saftey
43558,MASTERKEY,Extra Master Key,Each,,,,,,11.3545,Pre Hung Doors (PHD),,
43559,OWNERKEY,Extra Owner Key,Each,,,,,,3.8818,Pre Hung Doors (PHD),,
43560,INF6GGC,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Clear,Each,156,INF6G - Corinthian,,,,492,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43561,INFG6GGO,Corinthian Infinity INF6G MERBAU 2040 X 1200 X 40 Glazed Obscure,Each,156,INF6G - Corinthian,,,,903,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43562,INF6GGR,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Ray,Each,156,INF6G - Corinthian,,,,702,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43563,INF6GGT,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Translucent,Each,156,INF6G - Corinthian,,,,903,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43564,INF6GGRP,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Rice Paper,Each,156,INF6G - Corinthian,,,,702,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43565,INF6GGDS,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Desert Sand,Each,156,INF6G - Corinthian,,,,855,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43566,INF6GGSW,Corinthian Infinity INF6G 2040 X 1200 X 40 Glazed Slumped Waterfall,Each,156,INF6G - Corinthian,,,,702,Pre Hung Doors (PHD),Corinthian - 1200 Front Door,
43567,PVTFA2040LH,Single Entry Door Frame Pivot LH 160 X 31mm to Suit 2040 X 1200 mm Wide Door - includes self closer,each,420,Front Door Frames - Front Door Frames,,,,897,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
43568,PVTFA2340LH,Single Entry Door Frame Pivot LH 160 X 31mm to Suit 2340 X 1200 mm Wide Door - includes self closer,each,420,Front Door Frames - Front Door Frames,,,,1040,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
43569,TRF,Std Rate Main Floor Tiling up to 450mm Square or 600mm x 300mm,Sqm,,,,,,45,Alex Wang Pty Ltd,,
43570,CPH2,Client to Paint Internal Walls & Soffits,Sqm,,,,,,1,PAINTER,,Paint
43571,CLSS,Client to Supply Skirting,lm,,,,,,0.2545,Pre Hung Doors (PHD),,
43572,BATTENHOLDER,Batten Holder,each,,,,,,,,,Light Fittings
43573,DFI,Request for Frame Inspection,Each,,,,,,300,Fluid Building Approvals,,
43574,DCFI,Request for Council Final Inspection,Each,,,,,,0.0091,Fluid Building Approvals,,
43575,ULSTEPMAX,Underlay Upgrade - Airstep Stepmax,Sqm,,,,,,3.5,FLOOR COVERING,,Main Floors
43577,LIGM,Lead in for Gas Meter from Street,Each,,,,,,1,GAS,,
43578,MPTU,Supply touch up Paint - Maintainance Purpose,each,,,,,,1,PAINTER,,Paint
43579,MVS2415,1 Mirror / 1 Vinyl Slider 2400 X 1500,Each,172,Mirror Vinyl Sliders - Civic,,,,275,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43580,MVS324271,1 Mirror / 2 Vinyl Slider 2400 X 2700,Each,172,Mirror Vinyl Sliders - Civic,,,,284,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43581,MVS324331,1 Mirror / 2 Vinyl Slider 2400 X 3300,Each,172,Mirror Vinyl Sliders - Civic,,,,309,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43582,MVS324332,2 Mirror / 1 Vinyl Slider 2400 X 3300,Each,172,Mirror Vinyl Sliders - Civic,,,,335,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43583,MVS2424,1 Mirror / 1 Vinyl Slider 2400 X 2400,Each,172,Mirror Vinyl Sliders - Civic,,,,352.5,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43584,MVS324361,1 Mirror / 2 Vinyl Slider 2400 X 3600,Each,172,Mirror Vinyl Sliders - Civic,,,,321,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43585,MVS324362,2 Mirror / 1 Vinyl Slider 2400 X 3600,Each,172,Mirror Vinyl Sliders - Civic,,,,353,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43586,MVS2421,1 Mirror / 1 Vinyl Slider 2400 X 2100,Each,172,Mirror Vinyl Sliders - Civic,,,,312,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43587,MVS324272,2 Mirror / 1 Vinyl Slider 2400 X 2700,Each,172,Mirror Vinyl Sliders - Civic,,,,308,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43588,MVS324302,2 Mirror / 1 Vinyl Slider 2400 X 3000,Each,172,Mirror Vinyl Sliders - Civic,,,,330,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43589,MVS2418,1 Mirror / 1 Vinyl Slider 2400 X 1800,Each,172,Mirror Vinyl Sliders - Civic,,,,300,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43590,MVS2412,1 Mirror / 1 Vinyl Slider 2400 X 1200,Each,172,Mirror Vinyl Sliders - Civic,,,,245,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43591,MVS324301,1 Mirror / 2 Vinyl Slider 2400 X 3000,Each,172,Mirror Vinyl Sliders - Civic,,,,303,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43592,PM,Finishing Touches,Each,,,,,,10,Tekna Admin,,
43593,CE90,Carpenter Extra 90 mm Frame,Sqm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,1,Tekna Carpentry,,
43594,FFEE,Finance Fee,Each,,,,,,6000,SALES,,
43595,IXL3IN1,IXL12310 Combo Fan Light Heater 4 X 275W Heat Paramount,each,,,,,,,,,Light Fittings
43596,EPCP12,Exposed Post & Colonial Picket Fence 1200 High,each,,,,,,45,FENCING,,Fence
43597,EPCP18,Exposed Post & Colonial Picket Fence 1800 High,each,,,,,,50,FENCING,,Fence
43598,396SCS,Gainsborough Circular Cavity Door Flush Pull,Each,,,,,,36.5,Pre Hung Doors (PHD),,
43599,395SCS,Gainsborough Circular Cavity Door Lock,Each,,,,,,46,Pre Hung Doors (PHD),,
43600,396BCS,Gainsborough Circular Cavity Door Flush Pull,Each,103,Circular - Gainsborough,,,,34.5,Pre Hung Doors (PHD),,
43601,BATTLA,Ceiling Insulation to Comply with Local Authority,Sqm,,,,,,5,Austral Insulation,,
43602,HFS,Design and Documentation of Hydraulic Service,Each,,,,,,1,H Design Hydraulic Engineering Group Pty Ltd,,
43603,EAR,Engineers Acoustic Report,Each,,,,,,600,ENGINEER,,
43604,PQWTRI,Supply and Fit Rain Water Rough In to Standard House Labour and Materials,Each,,,,,,462,PLUMBER,,
43605,ARSW,Additional Run of Stormwater due to Charged Downpipes,Each,,,,,,231,PLUMBER,,
43606,SICDP,Supply and Install Charged Down Pipe with leafbeater,Each,,,,,,228,PLUMBER,,
43607,HWUFO,Hot water Unit Fit Off,Each,,,,,,347,PLUMBER,,
43608,PV5KPA,Pressure Reduction Valve 500 Kpa,Each,,,,,,115.5,PLUMBER,,
43609,HWURI,Hot Water Unit,Each,,,,,,318,Spot On Plumbing and Drainage,,
43610,SPRI,Stack Point,Each,,,,,,115.5,PLUMBER,,
43611,ACLMACRI,Extra Pipe/Cable Run,lm,,,164,Colour Not Required - Plumbing Fitoff Gear,113,12,Star Airconditioning,,Air Conditioning
43612,BLANKETPERBRICK,Blanket Protection - Brick Perimeter,lm,,,,,,11,Bittn Australia Pty Ltd,,
43613,125TDC,thickening to 125mm for Driveway Crossover,Each,,,,,,200,DRIVEWAY,,
43614,BLANKETPIER,Blanket Protection - Pier,Each,,,,,,25,Bittn Australia Pty Ltd,,
43615,SFRW,SmartFilm Retaining Wall,Sqm,,,,,,28,TERMITE PROTECTION,,
43616,URBFQ,Under Roof Bifolds Quote,Each,,,,,,1,PRIVACY SCREENS,,
43617,WINSER,Request for Window Service,Each,,,,,,0.0091,Southern Star Windows (QLD),,
43618,PLACOR,Plaster Board Completed,Each,,,,,,0.0091,PLASTER BOARD,,
43619,PLAELEC,Plasterboard Complete,Each,,,,,,,,,
43620,PLASHO,Measure Shower Screens,Each,,,,,,0.0091,Civic Shower Screens & Wardrobes,,
43621,PLACAB,Plasterboard Complete,Each,,,,,,0.0091,Aspect Joinery Pty Ltd,,
43622,SOAP,Soap Holder To Match Wall Tile,each,,,,,,18,NATIONAL TILES CO PTY LTD,,
43623,STEPDOWN,Benchs in Site Cut,each,,,,,,93.6364,,,Site Cut
43624,STA,Stud Tie Pryda 300 X 25,Each,,,,,,0.5818,Finlaysons Timber & Hardware Pty Ltd,,
43625,SPBRO1,Steel Post Support for Brick Piers,Each,,,,,,50,SOFFIT,,
43626,TIPPERDOG,Truck and Dog Tipper,hours,,,,,,128,Tekna Site,,
43627,CONTHOUSE,Contour with Existing House,Each,,,,,,1900,Survey Mark,,
43628,BRACECAVWALL,Bracing of Cavity Fill Wall,Each,,,,,,150,CONCRETOR,,
43629,BOXSTEPDOWN,Box Step Downs in Slab,lm,,,,,,50,CONCRETOR,,
43630,4GANGPP,4 Gang Power Point,Each,,,,,,,,,
43631,PPAFH,Power Point away from House ( ie Watertank Pump),Each,,,,,,,,,
43632,INMB,Internal Power Board ( Trip Switches- back to back),Each,,,,,,,,,
43633,FCR2,Addittional Flexicouples,Each,,,,,,65,PLUMBER,,
43634,ALLOWSDG,Allowance Drainage Gravel stormwater,Each,,,,,,278,PLUMBER,,
43635,ALLOWMDG,Allowance Meter Sand,Each,,,,,,87,PLUMBER,,
43636,TBHD115125450H,T Blade Post supports Stem Type - TBHD 115/125450H,Each,,,,,,23.7091,Finlaysons Timber & Hardware Pty Ltd,,
43637,CWFE17ES,compact flouro globe to suite 2265sc/2255/2256/f3005,each,,,,,,,,,Light Fittings
43638,DFCV,Supply and Fit Dual Check Value in Water Meter Box,Each,,,,,,115.5,PLUMBER,,
43639,O30PP,Addittional RCD over 30 Power Points,Each,,,,,,,,,
43640,PRGW,Plumber Rough in and fit off Grey Water,Each,,,,,,577.5,PLUMBER,,
43641,GMB,Gas Meter Box,Each,,,,,,75,GAS,,
43642,SCYONFLASH,Scyon Stria Vert Flashing stop 3000mm,Each,,,,,,21.2273,Bunnings,,
43643,SCYONEXTCNR,Scyon stria alum ext cnr box 3000mm,Each,,,,,,58.1182,Bunnings,,
43644,SCYONINTCNR,Scyon stria alum int cnr 3000mm,Each,,,,,,44.8545,Bunnings,,
43645,SCYONCLAD,Scyon stria cladding 4200 X 325 X 14mm,shts,,,,,,72.8364,Bunnings,,
43646,GABLE,"Gables, Lower roofs to framework",lm,,,,,,47.2545,Joii Roofing,,
43647,GABLEGREY,"Gables, Lower roofs to framework - Lead Grey",lm,,,,,,45,Joii Roofing,,
43648,WTP,Water Tank Concrete Pad,Each,,,,,,60,CONCRETOR,,
43649,BAFD,B.A for Demolition,Each,,,,,,500,Fluid Building Approvals,,
43650,CFGS,Chrome Floor Grate Round - Supplied,Each,,,,,,13,Wayke Waterproofing. Ware,,
43651,AFGSI,Adjustable Floor Flange to waste pipe - Installed,Each,,,,,,25,Wayke Waterproofing. Ware,,
43652,EPD,Drains M Class,Each,,,,,,4389,PLUMBER,,
43653,EPRI,Rough In,Each,,,,,,4742,PLUMBER,,
43654,EPDP,Downpipes,Each,,,,,,600,Spot On Plumbing and Drainage,,
43655,EPFO,Fit Off,Each,,,,,,1267,PLUMBER,,
43656,AIRROUGHIN,Rough In Airconditioning,each,,,164,Colour Not Required - Plumbing Fitoff Gear,113,170.9,Star Airconditioning,,Air Conditioning
43657,PSFB,Supervisor Bonus,Each,,,,,,400,Tekna Admin,,
43658,DESOFFIT,Delivery Charge,Each,,,,,,181.82,SOFFIT,,
43659,VS2412,Vinyl Sliders 2400 X 1200,Each,171,Vinyl Sliders - Civic,,,,271,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43660,VS2415,Vinyl Sliders 2400 X 1500,Each,171,Vinyl Sliders - Civic,,,,300,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43661,VS2418,Vinyl Sliders 2400 X 1800,Each,171,Vinyl Sliders - Civic,,,,321,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43662,VS2421,Vinyl Sliders 2400 X 2100,Each,171,Vinyl Sliders - Civic,,,,346,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43663,VS2424,Vinyl Sliders 2400 X 2400,Each,171,Vinyl Sliders - Civic,,,,370,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43664,VS2427,Vinyl Sliders 2400 X 2700,Each,171,Vinyl Sliders - Civic,,,,477,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43665,VS2430,Vinyl Sliders 2400 X 3000,Each,171,Vinyl Sliders - Civic,,,,514,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43666,VS2433,Vinyl Sliders 2400 X 3300,Each,171,Vinyl Sliders - Civic,,,,550,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43667,VS2436,Vinyl Sliders 2400 X 3600,Each,171,Vinyl Sliders - Civic,,,,550,Civic Shower Screens & Wardrobes,Civic - 3D Slider,
43668,MS2412,Mirror Sliders 2400 X 1200,Each,170,Mirror  Sliders - Civic,,,,325,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43669,MS2415,Mirror Sliders 2400 X 1500,Each,170,Mirror  Sliders - Civic,,,,367,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43670,MS2418,Mirror Sliders 2400 X 1800,Each,170,Mirror  Sliders - Civic,,,,399,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43671,MS2421,Mirror Sliders 2400 X 2100,Each,170,Mirror  Sliders - Civic,,,,435,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43672,MS2424,Mirror Sliders 2400 X 2400,Each,170,Mirror  Sliders - Civic,,,,470,Civic Shower Screens & Wardrobes,Civic - 2D Slider,
43673,LINEA900,Linea Weatherboard 1800 X 900,Each,,,,,,73.1,Bunnings,,
43674,LINEA600,Linea Weatherboard 2700 X 600,Each,,,,,,84.9091,Bunnings,,
43675,PR4211,Pencil Round Architrave 42 X 11,lm,187,Architrave and Skirting - Corinthian,,,,1.4091,Pre Hung Doors (PHD),Corinthian - Skirting,
43676,PR6811,Pencil Round Architrave 68 X 11,lm,187,Architrave and Skirting - Corinthian,,,,2.1364,Pre Hung Doors (PHD),Corinthian - Skirting,
43677,HFLEX30009,Hardieflex Sheet 3000 X 900 X 6.0mm,Each,,,,,,26.5091,Bunnings,,
43680,FG300TUBE,Floor Glue Tube 300lm,Each,,,,,,3.3091,TIMBER FRAME,,
43681,OSBP2,Film IND Black 200um 50000 X 2000mm,Roll,,,,,,54.6,Ausreo Pty Ltd,,
43682,LISAC,Lead In Special Required,Each,,,,,,,,,
43683,2250S,2 Light Spot Light Black,each,,,355,Black - Electrical,113,132,TL Electrical,,Light Fittings
43684,CWFE15ES,Energy Efficient globe to suit 2255/2256/2648SC/F3006/F3006SC,each,,,,,,,,,Light Fittings
43685,OPTIC,Install telstra conduit and extra point in switch board including tv splitter,Each,,,,,,,,,
43686,TPSHOE1,Steel Shoe for Timber Post,Each,,,,,,35,SOFFIT,,
43687,100SP1,100 X 100 steel post,Each,,,,,,125,SOFFIT,,
43688,MORT1,Mortar for aticulation joints,Each,,,,,,15,SOFFIT,,
43689,CHEM1,Chemset from stock,Each,,,,,,45,SOFFIT,,
43690,MICRO105,Mirror Micro Framed 1000 X 500,Each,151,Micro Framed - Mirror,,,,216,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43691,MICRO107,Mirror Micro Framed 1000 X 700,Each,151,Micro Framed - Mirror,,,,226,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43692,MICRO109,Mirror Micro Framed 1000 X 900,Each,151,Micro Framed - Mirror,,,,246,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43693,MICRO1010,Mirror Micro Framed 1000 X 1000,Each,151,Micro Framed - Mirror,,,,255,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43694,MICRO1011,Mirror Micro Framed 1000 X 1100,Each,151,Micro Framed - Mirror,,,,275,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43695,MICRO1012,Mirror Micro Framed 1000 X 1200,Each,151,Micro Framed - Mirror,,,,275,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43696,MICRO1013,Mirror Micro Framed 1000 X 1300,Each,151,Micro Framed - Mirror,,,,294,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43697,MICRO1014,Mirror Micro Framed 1000 X 1400,Each,151,Micro Framed - Mirror,,,,294,Civic Shower Screens & Wardrobes,Mirror - Micro Framed Mirror,
43698,SSLS,Site Level and Clean after Slab Poured,Each,,,,,,100,Tekna Site,,
43699,SCHE,Site Clean at Enclosed,Each,,,,,,100,Tekna Site,,
43700,TFHE,Tip Fees House Enclosed,Each,,,,,,750,Tekna Site,,
43701,SCPP,Site Clean Pre Paint,Each,,,,,,100,Tekna Site,,
43702,TFPP,Tip Fees Pre Paint,Each,,,,,,750,Tekna Site,,
43703,SCGCO,Site Clean Garage Clean Out,Each,,,,,,100,Tekna Site,,
43704,TFGCO,Tip Fee Garage Clean out,Each,,,,,,450,Tekna Site,,
43705,MDHPJ,Machinery Dry Hire Per Job,Each,,,,,,600,Tekna Site,,
43706,MDPP,Mounted Double Power Point,Each,,,,,,,,,
43707,AXSC,As constructed surveyor certificate,Each,,,,,,150,Survey Mark,,
43708,DELDM,Delivery fee Driveway mesh,Each,,,,,,150,Ausreo Pty Ltd,,
43709,MDHPHPT,Machinery Dry Hire Per Hour Pozi Track,hours,,,,,,108.6364,Tekna Site,,
43710,MDHPHT,Machinery Dry Hire Per Hour Truck,hours,,,,,,68.6364,Tekna Site,,
43711,MO,Machine Operator,hours,,,,,,36.6364,Tekna Site,,
43712,MDHPHBC,Machinery Dry Hire Per Hour Bobcat,hours,,,,,,68.6364,Tekna Site,,
43713,3DPBS,5 power points and switch for mechanical ventelation,Each,,,,,,,,,
43714,SFAI,Smart Film Annual Inspection,Each,,,,,,165,TERMITE PROTECTION,,
43715,TMAI,Termi Mesh Annual Inspection,Each,,,,,,165,TERMITE PROTECTION,,
43716,TM316,Trench Mesh 3-TM 16 6000 X 200 D500L,Each,,,,,,96.3182,Ausreo Pty Ltd,,
43717,LIG52,500 X 200 X 10 ligature,Each,,,,,,1.4182,Ausreo Pty Ltd,,
43718,WHTPP,weekly hire temporary pole,weeks,,,,,,25,TEMPORARY POWER,,
43719,OFEES,origion - one connect vist and visit to swing to home,Each,,,,,,326.1273,TEMPORARY POWER,,
43720,OF1700,Dishlex OF1700 Dishwasher,each,180,Dishlex - Dishlex,365,Default Colour - Default,113,470,APPLIANCES,Dishlex - Integrated Dishwasher,
43721,INRH,Install Canopy Rangehood,Each,,,,,,,,,
43722,SITVA,Supply and Install tv antenna,Each,,,,,,219,TL Electrical,,
43723,CSI,Request for siting Inspection,Each,,,,,,0.0091,Fluid Building Approvals,,
43724,MGP10,Pine Structural MGP10 70 X 35mm L/m,lm,,,,,,1.5909,TIMBER FRAME,,
43725,CB6100,Ceiling Batten 6100mm Metal CBTC61,Each,,,,,,5,TIMBER FRAME,,
43726,8407707,Pine Post LOSP H3 FJ Primed 135 X 135mm L/M Laminated,lm,,,,,,50.5818,TIMBER FRAME,,
43727,61821,Merbau Post Laminated 90 X 90mm 2.7 DAR Select,Each,,,,,,91.3,TIMBER FRAME,,
43728,61406,Merbau Post Laminated 140 X 140mm L/M DAR Select,lm,,,,,,57.8091,TIMBER FRAME,,
43729,WB4200175,FC Weatherboard Nuline BGC 4200 X 175 X 14mm,Each,,,,,,19.7545,Bunnings,,
