item_code,item_name,category,unit_of_measure,current_price,supplier_name,brand,notes,last_updated
DELFEESUNCOAST,Sunshine Coast,General,t,16.20,Austral - Rochedale,,,2025-11-03
DELFEETWBA,Toowoomba,General,t,16.20,Austral - Rochedale,,,2025-11-03
MGP129035,Pine 90 X 35 MGP12,Timber,m,2.51,TIMBER FRAME,,,2025-11-03
PLY2412,Plywood Bracing 2440 X 1200 X 4mm,Timber,Shts,16.91,TIMBER FRAME,,,2025-11-03
PLY2709,Plywood Bracing 2745 X 900 X 4mm,Timber,Shts,15.48,TIMBER FRAME,,,2025-11-03
JAMB14030,Radiata 140 X 31 Jamb Finger Jointed H3 Primed DAR,General,m,11.86,,,,2025-11-03
JAMB16330,Radiata 163 X 31 Jamb Finger Jointed H3 Primed DAR,General,m,12.30,Pre Hung Doors,,,2025-11-03
JAMBR14031,Radiata 140 X 31 Rebated Jamb Finger Jointed H3 Primed DAR,General,m,8.14,,,,2025-11-03
FJPR3111,Radiata 31 X 11 Finger Jointed H3 Primed DAR,General,m,1.62,Bunnings,,,2025-11-03
FJPR4242,Radiata 42 X 42 Finger Jointed H3 Primed DAR,General,m,5.26,Bunnings,,,2025-11-03
FJPR6631,Radiata 66 X 31 Finger Jointed H3 Primed DAR,General,m,6.60,Bunnings,,,2025-11-03
FJPR6642,Radiata 66 X 42 Finger Jointed H3 Primed DAR,General,m,8.48,Bunnings,,,2025-11-03
FOILAG135060,Foil Breather A/Glare1350 X 60M,General,Each,125.29,SOFFIT,,,2025-11-03
VSOFI24,Vented 2400 X 150 X 4.5 Infills,Site Works,Each,6.35,SOFFIT,,,2025-11-03
VSOF2406,Vented Soffits 2400 X 600 4.5,General,Each,22.05,SOFFIT,,,2025-11-03
VSOF24075,Vented Soffits 2400 X 750 X 4.5,General,Each,17.68,SOFFIT,,,2025-11-03
VSOFI18,Vented 1800 X 150 X 4.5 Infills,Site Works,Each,4.43,SOFFIT,,,2025-11-03
SOF1812,Soffit 1800 X 1200 X 4.5,General,Each,21.95,Bunnings,,,2025-11-03
SOF62412,Soffit 2400 X 1200 X 6,General,Each,32.42,SOFFIT,,,2025-11-03
SOF62712,Soffit 2700 X 1200 X 6,General,Each,33.92,SOFFIT,,,2025-11-03
SOF3009,Soffit 3000 X 900 X 4.5,General,Each,18.16,SOFFIT,,,2025-11-03
SOF63012,Soffit 3000 X 1200 X 6,General,Each,50.02,SOFFIT,,,2025-11-03
JM4524,H Mould 4.5mm X 2400 PVC White HM4,General,Each,1.04,SOFFIT,,,2025-11-03
JM453,H Mould 4.5mm X 3000 PVC White HM4,General,Each,1.77,SOFFIT,,,2025-11-03
JM624,H Mould 6mm X 2400 PVC White HM10,General,Each,3.06,SOFFIT,,,2025-11-03
JM63,H Mould 6mm X 3000 PVC White HM10,General,Each,3.83,SOFFIT,,,2025-11-03
WF5038,Flashing Window 50 X 38 X 1800mm,Doors & Windows,Each,12.23,Bunnings,,,2025-11-03
HTEX249,Hardietex Base Sheet 2440 X 900 X 7.5mm,General,Shts,43.15,Bunnings,,,2025-11-03
HTEX279,Hardietex Base Sheet 2725 X 900 X 7.5mm,General,Shts,24.82,Bunnings,,,2025-11-03
20MMDG,20mm Drainage Gravel,Plumbing,m³,47.00,LANDSCAPING,,Budget Zone: Gravel to side of house,2025-11-03
RDBASEM3,Road Base,General,m³,43.00,LANDSCAPING,,,2025-11-03
DECSCREEFINE,Deco Screened Fine,General,m³,25.00,LANDSCAPING,,,2025-11-03
ACP30M,Addtional Concrete Pumped Over 30m3,Concrete,m³,15.00,CONCRETE PUMPING,,,2025-11-03
LAMINATE,Laminates,General,Each,1.00,FLOOR COVERING,,Budget Zone: Main Floors,2025-11-03
VINYLFLR,Vinyl Flooring as per Quote,Flooring,Each,1.00,FLOOR COVERING,,Budget Zone: Main Floors,2025-11-03
ADDCHARGE,Additional Charge outside normal working hours,General,Hours,10.00,,,,2025-11-03
SSFL,Abey Flushline Laundry Tub,Flushline - Abey,Each,145.00,Harvey Norman Commercial QLD,Abey - Laundry Tub,Brand: Abey - Laundry Tub | Model: Laundry Tub | Colour: Stainless Steel - Plumbing Fitoff Gear,2025-11-03
71X4000,Everhard 40L Standard Laundry Tub & Cabinet 600 X 500 X 870mm,EI Trade - Everhard,Each,188.45,Harvey Norman Commercial QLD,Everhard - Stand Alone Tub,Brand: Everhard - Stand Alone Tub | Model: Stand Alone Tub | Colour: White - Plumbing Fitoff Gear,2025-11-03
HDE770,Corinthian Honeycomb Core External 2040 X 770,General,Each,50.40,Pre Hung Doors,,,2025-11-03
HDE820,Corinthian Honeycomb Core External 2040 X 820,General,Each,50.40,Pre Hung Doors,,,2025-11-03
HDE870,Corinthian Honeycomb Core External 2040 X 870,General,Each,51.60,Pre Hung Doors,,,2025-11-03
DCRD,Door Catch Robe Door,Doors & Windows,Each,0.60,Pre Hung Doors,,,2025-11-03
DCSD,Door Catch Swinging Door,Doors & Windows,Each,0.95,Pre Hung Doors,,,2025-11-03
CP10060,Connector Plate Pryda 100 X 60 W/Nails,General,Each,0.38,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
WF11375,Flashing Galvanised Window 113 X 75 X 1800mm Galv,Doors & Windows,Each,22.34,Bunnings,,,2025-11-03
WF7538,Flashing Galvanised Window 75 X 38 X 1800mm Galv,Doors & Windows,Each,17.82,Bunnings,,,2025-11-03
NC753.8100,Nails Concrete Flat Box/100 65 X 3.5 W/O Washer,Concrete,Each,11.18,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
NSG302.81,Nails Strapping Galv 30 X 2.8 1kg,General,Each,14.04,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
SOF2709,Soffit 2700 X 900 X 4.5,General,Each,16.35,SOFFIT,,,2025-11-03
SOF2712,Soffit 2700 X 1200 X 4.5,General,Each,31.82,SOFFIT,,,2025-11-03
SOF3012,Soffit 3000 X 1200 X 4.5,General,Each,31.64,SOFFIT,,,2025-11-03
SOF2412,Soffit 2400 X 1200 X 4.5,General,Each,25.31,SOFFIT,,,2025-11-03
SOF1809,Soffit 1800 X 900 X 4.5,General,Each,17.18,SOFFIT,,,2025-11-03
SOF24075,Soffit 2400 X 750 X 4.5,General,Each,18.27,SOFFIT,,,2025-11-03
SOF2409,Soffit 2400 X 900 X 4.5,General,Each,14.51,SOFFIT,,,2025-11-03
WB4200250,Weatherboard Rusticated 4200 X 205,General,Shts,14.62,Bunnings,,,2025-11-03
L27100,Lintel Ingal 100 X 100 - 2700mm,General,Each,73.59,Bunnings,,,2025-11-03
PLY2409,Plywood Bracing 2440 X 900 X 4mm,Timber,Shts,12.68,TIMBER FRAME,,,2025-11-03
DECKPINE9020,Treated Pine 90 X 20 Decking Material,Timber,m,2.36,TIMBER FRAME,,,2025-11-03
FLR3,Flooring Yellow Tongue 3600 X 900 X 19,Flooring,Shts,39.46,TIMBER FRAME,,,2025-11-03
LOSPGMP10,Pine Structural Framesure 70 X 35 MGP10 LOSP H2,Timber,m,2.46,TIMBER FRAME,,,2025-11-03
LOSPMGP121,Pine Structural Framesure 70 X 35 MGP12 LOSP,Timber,m,2.81,TIMBER FRAME,,,2025-11-03
SITEWKS3,Travel to Site,Site Works,Hours,129.10,,,,2025-11-03
IFRI,Inspection Frame - Ipswich,Timber,Each,95.45,Fluid Building Approvals,,,2025-11-03
BOSI,Build Over Sewer - Ipswich,General,Each,125.00,Fluid Building Approvals,,,2025-11-03
NT1525W,Decina Novara Bath 1525mm (Tile Bead),Novara - Decina,Each,204.92,Harvey Norman Commercial QLD,Decina - Island Bath,Brand: Decina - Island Bath | Model: Island Bath | Colour: White Gloss - Plumbing Fitoff Gear,2025-11-03
NT1665W,Decina Novara Bath 1665mm (Tile Bead - only use when shower over bath),Novara - Decina,Each,220.10,Harvey Norman Commercial QLD,Decina - Island Bath,Brand: Decina - Island Bath | Model: Island Bath | Colour: White Gloss - Plumbing Fitoff Gear,2025-11-03
PLED,Elevated Drainage,Plumbing,Each,290.00,PLUMBER,,,2025-11-03
POST10010042500,100 X 100 X 4 2500mm Steel Post,Steel,Leng,105.19,Harvey's Mechanical & Welding,,,2025-11-03
PLEI,Fit Off Insinkerator,General,Each,47.00,PLUMBER,,,2025-11-03
CBTRAVEL,Depot Travelling Charge,General,Hr/Tru,45.00,Harvey's Mechanical & Welding,,,2025-11-03
PLSW,Plumbing Stack Work as Required,Plumbing,Each,752.00,PLUMBER,,,2025-11-03
PLESHW,Rough In Solar Hot Water,General,Each,263.00,PLUMBER,,,2025-11-03
PLESB,Fit Off Spa Bath,Pool,Each,158.00,PLUMBER,,,2025-11-03
MS2427,Mirror Sliders 2400 X 2700,Mirror Vinyl Sliders - Civic,Each,592.00,Civic Shower Screens & Wardrobes,Civic - 3D Slider,Brand: Civic - 3D Slider | Model: 3D Slider,2025-11-03
MS2430,Mirror Sliders 2400 X 3000,Mirror Vinyl Sliders - Civic,Each,646.00,Civic Shower Screens & Wardrobes,Civic - 3D Slider,Brand: Civic - 3D Slider | Model: 3D Slider,2025-11-03
MS2436,Mirror Sliders 2400 X 3600,Mirror Vinyl Sliders - Civic,Each,698.00,Civic Shower Screens & Wardrobes,Civic - 3D Slider,Brand: Civic - 3D Slider | Model: 3D Slider,2025-11-03
BNHG12120,Bolt & Nut Hex Galv M12 X 120 each,General,Each,1.67,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
BCG12120,Bolt & Nut Cup Galv M12 X 120 each,General,Each,1.44,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
SW50123,Washer Square 50 X 50 X 3 M12,General,Each,0.37,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
NC63100,Nail Concrete 63mm Box100,Concrete,Each,9.10,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
W12G,Washer M12 Galv,General,Each,0.74,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
NUT12G,Nut M12 Galv,General,Each,0.32,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
50TONCRANE,50t Crane,General,Hours,275.00,Cross Cranes,,,2025-11-03
30TONCRANE,30t Crane,General,Hours,225.00,Cross Cranes,,,2025-11-03
25TONCRANE,25t Crane,General,Hours,150.00,Cross Cranes,,,2025-11-03
20TONCRANE,20t Crane,General,Hours,160.00,Cross Cranes,,,2025-11-03
DOGNAMRIGG,Dogman/Rigger,General,Hours,90.00,Cross Cranes,,,2025-11-03
OVERTIME,Overtime,General,Hours,35.00,Cross Cranes,,,2025-11-03
TF,Test Fee,General,Each,,,,NEEDS PRICING,2025-11-03
WRSI,Wiring of RCD and Stove Isolat,Electrical,Each,,,,NEEDS PRICING,2025-11-03
EMWC,"Earthing, Metering, Wiring, Circuit Breakers + isolator",Electrical,Each,,,,NEEDS PRICING,2025-11-03
EUCNE,Extra Underground Cable no excav,General,m,,,,NEEDS PRICING,2025-11-03
WHW,Wiring of Hot Water System Gas (includes waterproof single p/point),Electrical,Each,,,,NEEDS PRICING,2025-11-03
MSP,Meterbox Single Phase (Includes Temp Power Kit),General,Each,676.00,TL Electrical,,,2025-11-03
RB600,Raiser bracket 600 plus POA Box,General,Each,,,,NEEDS PRICING,2025-11-03
TPS,Termporary Power to Site,Site Works,Each,,,,NEEDS PRICING,2025-11-03
UP,Underground Power 20m (Single Phase),General,Each,720.00,TL Electrical,,Model: Sam To FIX,2025-11-03
WWOHP,Wiring of Wall oven and Hot Plate,Electrical,Each,,,,NEEDS PRICING,2025-11-03
RISTDHOUSE,Rough In Standard House,General,Each,,,,NEEDS PRICING,2025-11-03
PT,Touch Ups,General,m²,3.50,PAINTER,,Budget Zone: Paint,2025-11-03
PSDA,Seal Decking Area,General,m²,20.00,PAINTER,,Budget Zone: Paint,2025-11-03
PIB,Painter to Paint Internal Ballustrade,Finishes,m,40.00,PAINTER,,Budget Zone: Paint,2025-11-03
PPS,Painting to Privacy Screens,Finishes,m²,50.00,PAINTER,,Budget Zone: Paint,2025-11-03
STRINGFLRORRAKE,Extra Charge for string up floor or rake,Flooring,m²,1.00,Austral Insulation,,,2025-11-03
HOUSECLEAN,House clean Full house clean including windows after fit-offs (excludes garage). Includes Removal of Manufactures Stickers and adhesion from Appliances,Doors & Windows,m²,2.80,A1 Builders Finals Services Group,,,2025-11-03
DLCC,"Covercrete Complete - (Supply, Prep, Steel, Pour)",Steel,m²,46.50,Riki's Resealing,,Budget Zone: Driveway,2025-11-03
TV2POINTS,Antenna for up to 3 pre-wired points,General,Each,175.00,,,,2025-11-03
L9100,Lintel Ingal 100 X 100 - 900mm,General,Each,24.55,Bunnings,,,2025-11-03
ENGDP,Engineer Design And plans As per quote,General,Each,1.00,ENGINEER,,,2025-11-03
DELFEE2,Delivery Fee - Brisbane,General,Each,130.00,Ausreo Pty Ltd,,,2025-11-03
2METRELONG,D Bar 12 X 2000mm D500N,General,Each,2.46,Ausreo Pty Ltd,,,2025-11-03
TILEPLASFLRCOV,Plastic Floor Covering,Flooring,m²,1.00,Alex Wang Pty Ltd,,Budget Zone: Main Floors,2025-11-03
FRAMETIMBQTE,Frame Timber Quote,Timber,Each,1.00,Bunnings,,,2025-11-03
SCHR,Site clean hourly rate as directed(includes Truck),Site Works,Each,90.00,Tekna Site,,,2025-11-03
VDRE,Vanity Drawers Per Set,General,Sets,84.00,Tekna Kitchen Material,,,2025-11-03
TM312,Trench Mesh 3-TM 12 6000 X 200mm D500L,General,Each,34.00,Ausreo Pty Ltd,,,2025-11-03
BCCSEW,Brisbane City Council Sewerage Search,Approvals,Each,15.00,SEARCHES,,,2025-11-03
IPS1,Ipswich Planning Search,General,Each,90.00,SEARCHES,,,2025-11-03
8282,Logan City Council Sewerage Search,Approvals,Each,29.00,SEARCHES,,,2025-11-03
RCSS,Redlands City Sewerage Search,General,Each,31.00,SEARCHES,,,2025-11-03
IRS,Ipswich Rates search,General,Each,90.00,SEARCHES,,,2025-11-03
ISS,Ipswich sewerage Search,General,Each,90.00,SEARCHES,,,2025-11-03
SEASOLFEE,Solictor Fee,General,Each,1.00,SEARCHES,,,2025-11-03
LAND1,Land Depoist,General,Each,500.00,LAND,,,2025-11-03
PED,Painting to External Decking,Finishes,m²,10.00,PAINTER,,Budget Zone: Paint,2025-11-03
SCAD,Site clean as directed for complete package 3 x site visits (includes Allowance for Tip Fees),Site Works,Each,1200.00,Tekna Site,,,2025-11-03
TSP,Turf - Site prep,Site Works,m²,4.00,LANDSCAPING,,Budget Zone: Turf,2025-11-03
TPTS,Turf - Pre turf soil,General,m²,4.00,LANDSCAPING,,Budget Zone: Turf,2025-11-03
TSL,Turf - Supply and Lay,General,m²,17.50,Joii Landscaping,,Budget Zone: Turf,2025-11-03
RP,River Pebble,General,m²,24.00,Joii Landscaping,,Budget Zone: Gravel to side of house,2025-11-03
LFG,Feature Gardens,General,m²,96.00,LANDSCAPING,,Budget Zone: Garden,2025-11-03
TILEQUOTE,Tiles as per Quote,Flooring,Each,1.00,NATIONAL TILES CO PTY LTD,,Budget Zone: Main Floors,2025-11-03
TERMBOX30,Termination Box 1 X 30amp (Single Phase),General,Each,,,,NEEDS PRICING,2025-11-03
TERMBOXUPTO15,Termination Box up to 15AMP (Single Phase),General,Each,,,,NEEDS PRICING,2025-11-03
TERMBOX20,Termination Box 1 X 20amp (Single Phase),General,Each,,,,NEEDS PRICING,2025-11-03
DCCON,Data Communication Conduit,General,Each,,,,NEEDS PRICING,2025-11-03
INTSTAIRS,Internal stairs as per quote,General,Each,1.00,Queensland Stairs (RALSAD),,,2025-11-03
PATIOEXEL,Patio as per quote,General,Each,1.00,PATIO,,,2025-11-03
SOF5038,Rough Sawn Pine 50 X 38,Timber,m,1.36,Bunnings,,,2025-11-03
R12TMZCAGE300,R12TM Z Cage 300 Deep,General,Each,95.43,Ausreo Pty Ltd,,,2025-11-03
PCW,Spray & backroll ceiling and seal wall sheets,General,m²,6.00,PAINTER,,Budget Zone: Paint,2025-11-03
SEWQUOTE,Sewage Treatment Systems as per Quote,General,Each,1.00,SEWAGE SYSTEMS,,,2025-11-03
SJSEARCHES,Professional searches as required,General,Each,1.00,LEGAL,,,2025-11-03
WSHEEBLE,Heeble for Shower Hob (same for Every Shower),General,Each,25.00,Wayke Waterproofing,,,2025-11-03
VSST,Vanity with (no Top) (excludes vanity basin ) - soft close,General,m,726.00,Tekna Kitchen Material,,,2025-11-03
PLESH,Extra Shower (complete),General,Each,93.00,PLUMBER,,,2025-11-03
PLEHC,Extra Hose Cocks,General,Each,35.00,PLUMBER,,,2025-11-03
PLEFG,Extra Field Gullies,General,Each,115.50,PLUMBER,,,2025-11-03
PLEVB,Extra Vanity Basin,General,Each,99.00,PLUMBER,,,2025-11-03
PLEBS,Extra Bar Sink,General,Each,128.00,PLUMBER,,,2025-11-03
PLES,Extra Sink,General,Each,128.00,PLUMBER,,,2025-11-03
PLEB,Extra Bath,General,Each,128.00,PLUMBER,,,2025-11-03
PLELT,Extra Laundry Tub,General,Each,93.00,PLUMBER,,,2025-11-03
PLEWC,Extra Toilet,General,Each,106.00,PLUMBER,,,2025-11-03
CONSU,Prep and Sand Up,General,m²,6.00,CONCRETOR,,,2025-11-03
CLF1,Carpenter Labour Straighten Frame,Timber,m²,1.50,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CEH25,Carpenter Extra Height 2550 Ceiling,General,m²,0.50,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CEH27,Carpenter Extra Height 2740 Ceiling,General,m²,1.00,Tekna Carpentry,,Budget Zone: External Variation | Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CET,Carpenter Extra Tiedown (Tin Roof),Roofing,m²,2.50,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CSLLS,Carpenter Soffit Labour,General,m²,6.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CSL,Carpenter Sarking Labour,General,m²,1.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
14TFRANNA,14 T Franna Crane,General,Hours,110.00,Cross Cranes,,,2025-11-03
CSLH,Carpenter Additional Soffit Labour,General,m²,2.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARACSS,Carpenter Axon / Cement sheet with strips,Concrete,m²,21.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CFLLO,Carpenter Fixout Labour,General,m²,8.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CFLH,Carpenter Additional Fixout Labour,General,m²,1.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CFLH1,Carpenter Additional Frame Labour,Timber,m²,4.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARBJD,"Carpenter Bearers, Joists & Deck Labour",General,m²,35.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARBJF,"Carpenter Bearers, Joists & Flooring Labour",Flooring,m²,18.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARWB,Carpenter Weather Board Labour,General,m²,35.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARBB,Carpenter Blue Board Labour,General,m²,23.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
18TFRANNA,18 T Franna Crane,General,Hours,140.00,Cross Cranes,,,2025-11-03
CLW,Carpenter Labour to install windows,Doors & Windows,m²,1.50,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
CARPEXTRA,Carpenter Additional Labour,General,Hours,30.00,Tekna Carpentry,,Colour: Colour Not Required - Plumbing Fitoff Gear,2025-11-03
PLET,Extra Taps,Plumbing,Each,47.00,PLUMBER,,,2025-11-03
ACRYLICLOW,Acrylic Render,Finishes,m²,38.00,RENDER,,,2025-11-03
RWH10,200 X 75 Hwd Post and Pine Backs Retaining 1000 High,Timber,m,306.00,Joii Landscaping,,,2025-11-03
RWH8,200 X 75 Hwd Post and Pine Backs Retaining 800 High,Timber,m,246.00,Joii Landscaping,,,2025-11-03
RWH6,200 X 75 Hwd Post and Pine Backs Retaining 600 High,Timber,m,192.00,Joii Landscaping,,,2025-11-03
RWH4,200 X 75 Hwd Post and Pine Backs Retaining 400 High,Timber,m,126.00,Joii Landscaping,,,2025-11-03
RWH2,200 X 75 Hwd Post and Pine Backs Retaining 200 High,Timber,m,40.00,RETAINING WALL,,,2025-11-03
CNRBARY16,Corner Bar 16 X 700 X 700 D500N,General,Each,5.02,Ausreo Pty Ltd,,,2025-11-03
DBARY162400,D Bar 16 X 2400mm D500N,General,Each,5.24,Ausreo Pty Ltd,,,2025-11-03
STR12X2000,Starter 12 X 2000mm D500N,General,Each,2.38,Ausreo Pty Ltd,,,2025-11-03
PROJKEY,Project Keying Charge per Cylinder,General,Each,5.76,Pre Hung Doors,,,2025-11-03
POWPOLUG,Temporary Power Pole Installation Cost Underground 40AMP,General,Each,150.00,TEMPORARY POWER,,,2025-11-03
POWERPOLEHIRE,Temporary Power Pole Hire Cost,Site Services,Each,2.14,TEMPORARY POWER,,,2025-11-03
EXTWCF,External Wall Cladding and Flashings,Roofing,Each,1.00,Joii Roofing,,,2025-11-03
AUSMINCART,Austral Minimum Cartage,General,/1000,45.00,Austral - Rochedale,,,2025-11-03
FQ,Fence as per quote,General,Each,1.00,FENCING,,Budget Zone: Fence,2025-11-03
SECQUOTED,Security Screens as per Quote,General,Each,1.00,Lovering Installations QLD,,,2025-11-03
PLRBH,Rock Breaker Hire,Site Services,Hours,128.00,PLUMBER,,,2025-11-03
SEDBARGRAV,Supply and Install Sediment Barrier and Gravel Entry,General,Each,500.00,Sediment Erosion Control Services,,,2025-11-03
BESSCART,Cartage,General,t,16.20,Austral - Rochedale,,,2025-11-03
CONEXTRA,Concretor Extras,General,Hours,30.00,CONCRETOR,,,2025-11-03
POST2.5,50 X 50 RHS Galvinised Post 2.5m & Under (with Corner Bracket),Steel,Each,78.36,Harvey's Mechanical & Welding,,,2025-11-03
HR,House Removal,General,POA,1.00,DEMOLITION,,,2025-11-03
TIPF,Tip Fees,General,Each,600.00,Tekna Site,,,2025-11-03
SHOWERQUOTE,Shower Screens as per Quote,General,Each,1.00,Civic Shower Screens & Wardrobes,,,2025-11-03
WARDROBEQUOTE,Wardrobe Sliders as per Quote,General,Each,1.00,Civic Shower Screens & Wardrobes,,,2025-11-03
DECKSTD8619,Spotted Gum 86 X 19 Decking Material,General,m,4.31,TIMBER FRAME,,,2025-11-03
SKIP12MTR,12 Cubic Metre Skip,General,Each,615.00,Tekna Site,,,2025-11-03
DNRREG,Registered Plan - copy,General,Each,11.00,Fluid Building Approvals,,,2025-11-03
PCA,Painting to patios and porches,Finishes,m²,20.00,MI Painting and Decorating Services Marko Lvanovic,,Budget Zone: Paint,2025-11-03
PUSE,Internal Walls and Soffits Additional Charge Two Storey,General,m²,2.00,PAINTER,,Budget Zone: Paint,2025-11-03
P2.5,Painting of Internal walls 2.5 High,Finishes,m²,1.00,PAINTER,,Budget Zone: Paint,2025-11-03
ADS,Alldrott Services,General,Each,145.00,,,,2025-11-03
MOD1800W,Decina Modena Bath,Modena - Decina,Each,750.00,Harvey Norman Commercial QLD,Decina - Inset Bath,Brand: Decina - Inset Bath | Model: Inset Bath | Colour: White Gloss - Plumbing Fitoff Gear,2025-11-03
SOF2406,Soffit 2400 X 600 X 4.5,General,Each,14.64,Bunnings,,,2025-11-03
TM38,Trench Mesh 3-TM 8 6000 X 200mm D500L,General,Each,16.00,Ausreo Pty Ltd,,,2025-11-03
TM311,Trench Mesh 3-TM 11 6000 X 200mm D500L,General,Each,27.20,Ausreo Pty Ltd,,,2025-11-03
TM411,Trench Mesh 4-TM 11 6000 X 300mm D500L,General,Each,28.45,Ausreo Pty Ltd,,,2025-11-03
TM48,Trench Mesh 4-TM 8 6000 X 300mm D500L,General,Each,11.70,Ausreo Pty Ltd,,,2025-11-03
RODG244012,Rod Cyclone Galv M12 X 2440,General,Each,7.14,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
RODG270012,Rod Cyclone Galv M12 X 2700,General,Each,5.81,Finlaysons Timber & Hardware Pty Ltd,,,2025-11-03
RODG300012,Rod Cyclone Galv M12 X 3000,General,Each,7.21,HARDWARE,,,2025-11-03
PLY3012,Plywood Bracing 3050 X 1200 X 4mm,Timber,Shts,27.95,TIMBER FRAME,,,2025-11-03
PLY3009,Plywood Bracing 3050 X 900 X 4mm,Timber,Shts,20.83,TIMBER FRAME,,,2025-11-03
SKIP15CUM,15 Cubic Metre Skip,General,Each,1241.00,Tekna Site,,,2025-11-03
SKIP23CUM,23 Cubic Metre Skip,General,Each,1000.00,Tekna Site,,,2025-11-03
SKIP2MTR,2 Cubic Metre Skip,General,Each,150.00,Tekna Site,,,2025-11-03
SKIP4MTR,4 Cubic Metre Skip,General,Each,399.00,Tekna Site,,,2025-11-03
UP3,Underground Power 20m (Three Phase),General,Each,,,,NEEDS PRICING,2025-11-03
M3P,Meterbox Three Phase (Includes Temp Power Kit),General,Each,,,,NEEDS PRICING,2025-11-03
