code,description,status,unit,range,range$type,lead_time,has_file,tax_rate_id,tax_rate,code_description,profile,delivery_confirmation,price,default_supplier,req_multi_colour,req_profile,req_specification,boq_only,default_supplier_id,specification_image_ok,req_product_colour_image,category_id,category
CARPETQUOTED,Carpets as per Quote,Active,Each,,,5,,1,GST,CARPETQUOTED : Carpets as per Quote,,2,1,FLOOR COVERING,,,,,436,,,231,FLOOR COVERING
SKIP3MTR,3 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP3MTR : 3 Cubic Metre Skip,,2,319,Tekna Site,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
SKIP6MTR,6 Cubic Metre Skip,Active,Each,,,5,,1,GST,SKIP6MTR : 6 Cubic Metre Skip,,2,519,United Waste Services,FALSE,FALSE,FALSE,TRUE,257,,,123,SITE CLEAN
TRUSSQUOTE,Trusses as per quote,Active,Each,,,21,,1,GST,TRUSSQUOTE : Trusses as per quote,,2,1,Bunnings,FALSE,FALSE,FALSE,TRUE,241,,FALSE,147,TRUSSES
CC4,4 mtres x 7 Cross cuts no more than 1m apart plus ECU,Active,Each,,,14,,1,GST,CC4 : 4 mtres x 7 Cross cuts no more than 1m apart plus ECU,,2,170,Logan Concrete Sawing and Drilling,FALSE,FALSE,FALSE,TRUE,313,,FALSE,105,CONCRETE CUTTING
DLEC,"Exposed Concrete - (Supply, Prep, Steel, Pour)",Active,Sqm,,,5,,1,GST,"DLEC : Exposed Concrete - (Supply, Prep, Steel, Pour)",,2,80,DRIVEWAY,FALSE,FALSE,FALSE,TRUE,304,,FALSE,217,DRIVEWAY
DLBFC,"Broomed Finish Concrete - (Supply, Prep, Steel, Pour)",Active,Sqm,,,5,,1,GST,"DLBFC : Broomed Finish Concrete - (Supply, Prep, Steel, Pour)",,2,65,DRIVEWAY,FALSE,FALSE,FALSE,TRUE,304,,FALSE,217,DRIVEWAY
CONIBEX,Internal Beams over 300 in depth - extra,Active,lm,,,5,,1,GST,CONIBEX : Internal Beams over 300 in depth - extra,,2,5,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
CONPIERS,Piers for posts,Active,Each,,,5,,1,GST,CONPIERS : Piers for posts,,2,7,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
DRB,Document Registration - New Dwelling Brisbane,Active,Each,,,0,,1,GST,DRB : Document Registration - New Dwelling Brisbane,,0,250,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
PIBR,Property Information CITEC - Brisbane,Active,Each,,,0,,1,GST,PIBR : Property Information CITEC - Brisbane,,0,20,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
PDSSB,Plumbing & Drainage - Sewered sites (New Dwelling) - Brisbane < 500m2,Active,Each,,,0,,1,GST,PDSSB : Plumbing & Drainage - Sewered sites (New Dwelling) - Brisbane < 500m2,,0,433.2,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
WCI,Water Connection - Ipswich,Active,Each,,,5,,1,GST,WCI : Water Connection - Ipswich,,2,680,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
WCB,Water Connection - Brisbane,Active,POA,,,5,,1,GST,WCB : Water Connection - Brisbane,,2,460,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
RCI,Relaxation Council - Ipswich,Active,Each,,,0,,1,GST,RCI : Relaxation Council - Ipswich,,0,285,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
RCB,Relaxation Council - Brisbane,Active,Each,,,0,,1,GST,RCB : Relaxation Council - Brisbane,,0,450,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
RFB,Nomination of Road Frontage - Brisbane,Active,Each,,,0,,1,GST,RFB : Nomination of Road Frontage - Brisbane,,0,210.7545,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
BOSB,Build over Sewer - Brisbane,Active,Each,,,0,,1,GST,BOSB : Build over Sewer - Brisbane,,0,170,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
BOSWB,Build over Storm Water - Brisbane,Active,Each,,,0,,1,GST,BOSWB : Build over Storm Water - Brisbane,,0,410,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
BOSWI,Build Over Storm Water - Ipswich,Active,Each,,,0,,1,GST,BOSWI : Build Over Storm Water - Ipswich,,0,125,Fluid Building Approvals,FALSE,FALSE,FALSE,TRUE,268,,FALSE,106,PRIVATE CERTIFIER
SEABCCBUILDRED,Redlands City Council Building Search - Redlands,Active,Each,,,5,,1,GST,SEABCCBUILDRED : Redlands City Council Building Search - Redlands,,2,58,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SEABCCRATEPLANIPS,Redlands City Council Rates & Planning - Ipswich,Active,Each,,,5,,1,GST,SEABCCRATEPLANIPS : Redlands City Council Rates & Planning - Ipswich,,2,58,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SEABCCBUILDIPS,Ipswich City Council Building Search - Ipswich,Active,Each,,,5,,1,GST,SEABCCBUILDIPS : Ipswich City Council Building Search - Ipswich,,2,230,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLDEPLNDSSRCH,Ipswich Department of Lands Search - Plan,Active,Each,,,5,,1,GST,SOLDEPLNDSSRCH : Ipswich Department of Lands Search - Plan,,2,110,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLTTLSOFF,Titles Office Search,Active,Each,,,5,,1,GST,SOLTTLSOFF : Titles Office Search,,2,125,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLCNTMLNDSRCH,Contaminated Land Search,Active,Each,,,5,,1,GST,SOLCNTMLNDSRCH : Contaminated Land Search,,2,90,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLLNDTAXSRCH,Land Tax Search,Active,Each,,,5,,1,GST,SOLLNDTAXSRCH : Land Tax Search,,2,1,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLMNRDSSRCH,Main Roads Search,Active,Each,,,5,,1,GST,SOLMNRDSSRCH : Main Roads Search,,2,1,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SOLSETTBNOTICE,Settlement Notice,Active,Each,,,5,,1,GST,SOLSETTBNOTICE : Settlement Notice,,2,1,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
SEABCCPLANRED,Redlands City Council Town Planning - Redlands,Active,Each,,,5,,1,GST,SEABCCPLANRED : Redlands City Council Town Planning - Redlands,,2,31,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
CFOLL,Carpenter Fitoff Labour,Active,Sqm,,,1,,1,GST,CFOLL : Carpenter Fitoff Labour,,1,1,Tekna Carpentry,FALSE,FALSE,FALSE,TRUE,329,,FALSE,101,CARPENTER
CEF,External Footings,Active,lm,,,5,,1,GST,CEF : External Footings,,2,12,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
CONMS,Pour Main Slab,Active,Sqm,,,5,,1,GST,CONMS : Pour Main Slab,,2,6,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
LANDDEP,Land Deposit - Spec Homes Only,Active,Each,,,5,,1,GST,LANDDEP : Land Deposit - Spec Homes Only,,2,1,LAND,FALSE,FALSE,FALSE,TRUE,284,,FALSE,233,LAND
KITBB,Kitchen Breakfast Bar (no tops) - soft close,Active,lm,,,21,,1,GST,KITBB : Kitchen Breakfast Bar (no tops) - soft close,,4,585,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITHC,Kitchen High Change - soft close,Active,lm,,,21,,1,GST,KITHC : Kitchen High Change - soft close,,4,425,Aspect Joinery Pty Ltd,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITB,Kitchen Bench (no tops) - soft close,Active,lm,,,21,,1,GST,KITB : Kitchen Bench (no tops) - soft close,,4,544.5,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITWO,Kitchen Wall Oven,Active,Each,,,21,,1,GST,KITWO : Kitchen Wall Oven,,4,880,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
KITOH,Kitchen Overhead - soft close,Active,lm,,,21,,1,GST,KITOH : Kitchen Overhead - soft close,,4,528,Tekna Kitchen Material,FALSE,FALSE,FALSE,TRUE,318,,FALSE,189,CABINET MAKER
SEABCCRATESLOGVAC,Logan City Council Rates Search - Logan Vacant land,Active,Each,,,5,,1,GST,SEABCCRATESLOGVAC : Logan City Council Rates Search - Logan Vacant land,,2,59,SEARCHES,FALSE,FALSE,FALSE,TRUE,261,,FALSE,213,SEARCHES
BOBCAT,Bobcat - Cross Flow Buckets,Active,hours,,,5,,1,GST,BOBCAT : Bobcat - Cross Flow Buckets,,2,90,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
BOBEXC1540,Bobcat & Excavator 1540 wide,Active,hours,,,5,,1,GST,BOBEXC1540 : Bobcat & Excavator 1540 wide,,2,105,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
EXC1000/1450,Bobcat & Excavator 1000 or 1450 wide,Active,hours,,,5,,1,GST,EXC1000/1450 : Bobcat & Excavator 1000 or 1450 wide,,2,128,Tekna Site,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
1.5TEXC,Excavator 1.5 Tonne,Active,hours,,,5,,1,GST,1.5TEXC : Excavator 1.5 Tonne,,2,85,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
1.5TRB,Rockbreaker - 1.5 Tonne,Active,hours,,,5,,1,GST,1.5TRB : Rockbreaker - 1.5 Tonne,,2,115,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
1.5TPHB,Post Hole Borer - 1.5 Tonne,Active,hours,,,5,,1,GST,1.5TPHB : Post Hole Borer - 1.5 Tonne,,2,100,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
TIPPER6M,6m Tipper,Active,hours,,,5,,1,GST,TIPPER6M : 6m Tipper,,2,70,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
TIPPER10M,10m Tipper,Active,hours,,,5,,1,GST,TIPPER10M : 10m Tipper,,2,80,MACHINERY,FALSE,FALSE,FALSE,TRUE,279,,FALSE,167,MACHINERY
SURCONTOUR,Contour,Active,Each,,,5,,1,GST,SURCONTOUR : Contour,,2,420,Survey Mark,FALSE,FALSE,FALSE,TRUE,248,,FALSE,148,SURVEYOR
TM511,Trench Mesh 5-TM 11 6000 X 400mm D500L,Active,Each,,,5,,1,GST,TM511 : Trench Mesh 5-TM 11 6000 X 400mm D500L,,2,41.2545,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
TM412,Trench Mesh 4-TM 12 6000 X 300mm D500L,Active,Each,,,5,,1,GST,TM412 : Trench Mesh 4-TM 12 6000 X 300mm D500L,,2,35.4273,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
F52,Mesh Sqre 6000x2400mm D500L SL52,Active,shts,,,0,,1,GST,F52 : Mesh Sqre 6000x2400mm D500L SL52,,0,22.0545,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
F62,Mesh Sqre 6000x2400mm D500L SL62,Active,shts,,,5,,1,GST,F62 : Mesh Sqre 6000x2400mm D500L SL62,,2,66,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
F72,Mesh Sqre 6000 X 2400mm D500L SL72,Active,shts,,,5,,1,GST,F72 : Mesh Sqre 6000 X 2400mm D500L SL72,,2,76,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
F82,Mesh Sqre 6000 X 2400mm D500L SL82,Active,shts,,,5,,1,GST,F82 : Mesh Sqre 6000 X 2400mm D500L SL82,,2,102.5,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
F92,Mesh Sqre 6000 X 2400mm D500L SL92,Active,shts,,,5,,1,GST,F92 : Mesh Sqre 6000 X 2400mm D500L SL92,,2,114,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
6METRELONG,D Bar 12 X 6000mm D500N,Active,Each,,,5,,1,GST,6METRELONG : D Bar 12 X 6000mm D500N,,2,9.91,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
SMDBAR16X6000,D Bar 16 X 6000mm D500N,Active,Each,,,5,,1,GST,SMDBAR16X6000 : D Bar 16 X 6000mm D500N,,2,20.3636,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,,156,STEEL MESH
CB12X500X500,Corner Bar 12 X 500 X 500mm D500N,Active,Each,,,0,,1,GST,CB12X500X500 : Corner Bar 12 X 500 X 500mm D500N,,0,1.2273,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
CNRBARY12,Corner Bar 12 X 600 X 600mm D500N,Active,Each,,,5,,1,GST,CNRBARY12 : Corner Bar 12 X 600 X 600mm D500N,,2,2.5909,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
CB16X600X600,Corner Bar 16 X 600 X 600mm D500N,Active,Each,,,5,,1,GST,CB16X600X600 : Corner Bar 16 X 600 X 600mm D500N,,2,4.7091,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
STR10X1000X200,Starter R10 X 1000 X 200mm Hooked,Active,Each,,,0,,1,GST,STR10X1000X200 : Starter R10 X 1000 X 200mm Hooked,,0,1.1091,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
STR12X800X200,Starter 12 X 800 X 200mm D500N,Active,Each,,,0,,1,GST,STR12X800X200 : Starter 12 X 800 X 200mm D500N,,0,1.2273,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
STARTERBARS,Starter Bar N12 X 1000 X 200mm Hooked,Active,Each,,,5,,1,GST,STARTERBARS : Starter Bar N12 X 1000 X 200mm Hooked,,2,2.6909,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
STR12X1200X150,Starter 12 X 1200 X 150mm D500N,Active,Each,,,0,,1,GST,STR12X1200X150 : Starter 12 X 1200 X 150mm D500N,,0,1.6636,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
R12TMZCAGE400,R12TM Z Cage 400 Deep,Active,Each,,,5,,1,GST,R12TMZCAGE400 : R12TM Z Cage 400 Deep,,2,95.5273,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
R11TMZCAGE300,R11TM Z Cage 300 Deep,Active,Each,,,0,,1,GST,R11TMZCAGE300 : R11TM Z Cage 300 Deep,,0,51.8545,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
R11TMZCAGE400,R11TM Z Cage 400 Deep,Active,Each,,,0,,1,GST,R11TMZCAGE400 : R11TM Z Cage 400 Deep,,0,52.9091,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
MESHCHAIRS,Slab on Ground SPCR 50-65mm PK100,Active,Pkt,,,5,,1,GST,MESHCHAIRS : Slab on Ground SPCR 50-65mm PK100,,2,16,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
TMCHAIRS,Trench Mesh Plastic Support 65mm Pkt 20,Active,Pkt,,,0,,1,GST,TMCHAIRS : Trench Mesh Plastic Support 65mm Pkt 20,,0,7.6091,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
BLACKPLASTIC,Film IND Black 200um 50000 X 4000mm,Active,Roll,,,5,,1,GST,BLACKPLASTIC : Film IND Black 200um 50000 X 4000mm,,2,82.9545,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
TAPE,Tape Poly Black 30000x48mm,Active,Roll,,,5,,1,GST,TAPE : Tape Poly Black 30000x48mm,,2,4.1636,Ausreo Pty Ltd,FALSE,FALSE,FALSE,TRUE,249,,FALSE,156,STEEL MESH
L18150,Lintel Ingal 150 X 100 - 1800mm,Active,Each,,,5,,1,GST,L18150 : Lintel Ingal 150 X 100 - 1800mm,,2,55.3182,Bunnings,FALSE,FALSE,FALSE,TRUE,321,,FALSE,325,BRICK HARDWARE
L40150,Lintel Ingal 150 X 100 - 4000mm,Active,Each,,,5,,1,GST,L40150 : Lintel Ingal 150 X 100 - 4000mm,,2,178.9818,Bunnings,FALSE,FALSE,FALSE,TRUE,321,,FALSE,325,BRICK HARDWARE
WCDELIVERY,Delivery of toilet on site,Active,Each,,,5,,1,GST,WCDELIVERY : Delivery of toilet on site,,2,50,Dinkum Dunnies,FALSE,FALSE,FALSE,TRUE,235,,FALSE,198,WC HIRE
WCPICKUP,Pick up of toilet from site,Active,Each,,,5,,1,GST,WCPICKUP : Pick up of toilet from site,,2,50,Dinkum Dunnies,FALSE,FALSE,FALSE,TRUE,235,,FALSE,198,WC HIRE
PLSR2127,"Panel Lift 2135 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2127 : Panel Lift 2135 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1202,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,,136,GARAGE DOORS
PLSR2130,"Panel Lift 2135 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2130 : Panel Lift 2135 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1202,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,,136,GARAGE DOORS
PLSR2224,"Panel Lift 2285 X 2450 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2224 : Panel Lift 2285 X 2450 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1307,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,,136,GARAGE DOORS
PLSR2227,"Panel Lift 2285 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2227 : Panel Lift 2285 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1359,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,,136,GARAGE DOORS
PLSR2230,"Panel Lift 2285 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2230 : Panel Lift 2285 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1359,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,FALSE,136,GARAGE DOORS
PLSR2424,"Panel Lift 2440 X 2450 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2424 : Panel Lift 2440 X 2450 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1307,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,FALSE,136,GARAGE DOORS
PLSR2427,"Panel Lift 2440 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2427 : Panel Lift 2440 X 2750 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1359,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,FALSE,136,GARAGE DOORS
PLSR2430,"Panel Lift 2440 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",Active,Each,Statesman - B & D Garage Doors,71,20,,1,GST,"PLSR2430 : Panel Lift 2440 X 3050 Statesman -includes motor with 1 wall and 2 remote control openers,Side track seals included.",,2,1359,Sunstate Garage Doors (Travis Voigt TA),TRUE,TRUE,FALSE,FALSE,293,,FALSE,136,GARAGE DOORS
TMRETAINOVER1MET,Termi Mesh Retaining walls (brick stepdown) Over 1m high Termimesh,Active,Sqm,,,5,,1,GST,TMRETAINOVER1MET : Termi Mesh Retaining walls (brick stepdown) Over 1m high Termimesh,,2,55,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMXTRAWIDE,Extra width mesh per 100mm,Active,Each,,,5,,1,GST,TMXTRAWIDE : Extra width mesh per 100mm,,2,3,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMPERIM,Termi Mesh Perimeter Mesh (Max 250mm),Active,lm,,,5,,1,GST,TMPERIM : Termi Mesh Perimeter Mesh (Max 250mm),,2,16.5,Bittn Australia Pty Ltd,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMPENDRAIN,Termi Mesh Penetrations - Drainage/Services,Active,Each,,,5,,1,GST,TMPENDRAIN : Termi Mesh Penetrations - Drainage/Services,,2,16,Bittn Australia Pty Ltd,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMSFSC,Termi Mesh Penetration - Collars,Active,Each,,,5,,1,GST,TMSFSC : Termi Mesh Penetration - Collars,,2,16,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMCONJNT,Termi Mesh Construction Joint,Active,lm,,,5,,1,GST,TMCONJNT : Termi Mesh Construction Joint,,2,18,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMISOPIER,Termi Mesh Piers Including one Rod up to 700 X 350 (Isolated & Engaged),Active,Each,,,5,,1,GST,TMISOPIER : Termi Mesh Piers Including one Rod up to 700 X 350 (Isolated & Engaged),,2,22,Bittn Australia Pty Ltd,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMSTRIPSHIELD,Termi Mesh Strip shield (antcap max 350mm),Active,lm,,,5,,1,GST,TMSTRIPSHIELD : Termi Mesh Strip shield (antcap max 350mm),,2,22.6,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMRETAINTO1MET,Termi Mesh Retaining walls (brick stepdown) Under 1m high Termimesh,Active,Sqm,,,5,,1,GST,TMRETAINTO1MET : Termi Mesh Retaining walls (brick stepdown) Under 1m high Termimesh,,2,65,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
BLANKETCJOINT,Blanket Protection Cold Joint,Active,lm,,,5,,1,GST,BLANKETCJOINT : Blanket Protection Cold Joint,,2,10,Bittn Australia Pty Ltd,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMPERIMQUOTED,Termi Mesh Perimeter as quoted,Active,Each,,,5,,1,GST,TMPERIMQUOTED : Termi Mesh Perimeter as quoted,,2,1,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMPENLGE,Termi Mesh Penetrations - Large,Active,Each,,,5,,1,GST,TMPENLGE : Termi Mesh Penetrations - Large,,2,16,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMCONJNT400,Termi Mesh Construction Joint 400mm,Active,lm,,,5,,1,GST,TMCONJNT400 : Termi Mesh Construction Joint 400mm,,2,15,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMCONJUN300,Termi Mesh Construction Joint 300mm,Active,lm,,,5,,1,GST,TMCONJUN300 : Termi Mesh Construction Joint 300mm,,2,12,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMREPAIRS,Repairs minimum charge,Active,FLAT,,,5,,1,GST,TMREPAIRS : Repairs minimum charge,,2,85,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
TMSITEVISIT,Site Visit,Active,FLAT,,,5,,1,GST,TMSITEVISIT : Site Visit,,2,60,TERMITE PROTECTION,FALSE,FALSE,FALSE,TRUE,246,,FALSE,155,TERMITE PROTECTION
WAIT,Waiting time applies after 45 minutes on site,Active,Each,,,5,,1,GST,WAIT : Waiting time applies after 45 minutes on site,,2,1.2,ReadyMix Concrete (Was Excel Concrete Pty Ltd),FALSE,FALSE,FALSE,TRUE,314,,FALSE,110,CONCRETE
EDF,Enviornmental Disposal Fee,Active,Each,,,5,,1,GST,EDF : Enviornmental Disposal Fee,,2,85,ReadyMix Concrete (Was Excel Concrete Pty Ltd),FALSE,FALSE,FALSE,TRUE,314,,FALSE,110,CONCRETE
EDLFREEDOM,Everyday Life - Freedom,Active,/1000,Everyday Life - Austral,71,5,,1,GST,EDLFREEDOM : Everyday Life - Freedom,,2,1042,Austral - Rochedale,FALSE,FALSE,FALSE,FALSE,319,,TRUE,107,BRICKS
GP76,Austral GP76 Common,Active,/1000,,,5,,1,GST,GP76 : Austral GP76 Common,,2,692.7,Austral - Rochedale,,,,,319,,TRUE,107,BRICKS
110C,Austral 110mm Common,Active,/1000,,,5,,1,GST,110C : Austral 110mm Common,,2,692.7,Austral - Rochedale,,,,,319,,TRUE,107,BRICKS
CONCAVITYFILL,Fill Cavity Wall,Active,Each,,,5,,1,GST,CONCAVITYFILL : Fill Cavity Wall,,2,150,CONCRETOR,FALSE,FALSE,FALSE,TRUE,311,,,104,CONCRETOR
BLCB,Bricklayer Common Single Rate,Active,/1000,,,5,,1,GST,BLCB : Bricklayer Common Single Rate,,2,1650,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
BLP,Brick Piers Per L/m,Active,lm,,,5,,1,GST,BLP : Brick Piers Per L/m,,2,20,BRICKLAYER,FALSE,FALSE,FALSE,TRUE,320,,FALSE,102,BRICKLAYER
